File,Codes,Page,ID,Text
"Switzerland_Holcim, 2022, climate report 2022",[e],18,c0c223397843957e1058e4a71938c71a,"2 This net-zero validation was evaluated within the parameters of the Business Ambition for 1.5C campaign, and covers categories 1, 3, 4, 6, 7 and 9 of Holcims Scope Upgraded 2030 targets for a 1.5C future We upgraded our 2030 targets for Scope 1, 2 and 3 emissions, in line with the new 1.5C framework. "
"Switzerland_Holcim, 2022, climate report 2022",[b],36,c5585ac3ddd84a93668463d99674cc76,"By 2050, the International Energy Agency (IEA) expects almost 90 percent of the worlds electricity to come from renewable sources  with 70 percent from solar and wind. Concrete plays a key role in the energy transition and in accelerating the transition to renewable energy. Solutions like ECOPact provide safe, reliable, cost-effective and high-performance infrastructure, while working to extend the lifecycles of energy infrastructure from dams to wind farms. We need to generate a lot more renewable energy to meet the worlds Consistency net-zero goals. "
"Switzerland_Holcim, 2022, climate report 2022",[e],73,9f9679933f8e33df1e7a2a2c886b504d,"In 2022, the topics discussed at the Board level include the upgrade of Holcims 2030 targets to be aligned with the new 1.5C guidelines for our sector, and Say on Climate initiative. "
"Switzerland_Holcim, 2022, climate report 2022","[d, e]",78,a23e6b245f02b950fb1a5124544be0c0,"Our CO reduction roadmap follows a best-in-class approach with our 2050 net-zero pledge validated by SBTi. In 2022, weve reinforced our leadership with the validation by the SBTi of our near-term target (2030) in line with the 1.5 C science-based target. In parallel, we transform the Group into a global leader in innovative and sustainable building materials and solutions, decarbonizing building and driving circular construction. "
"Switzerland_Holcim, 2022, climate report 2022","[d, e]",80,ce6058b3ce7a84982efd109a9304c0a2,"Our response to this risk mainly relies on the reduction of our CO2 footprint as well as  the validation by the Science Based Targets initiative (SBTi) of our targets for all scopes, including our 2030 target in line with the 1.5C science-based framework. "
"Switzerland_Holcim, 2022, climate report 2022",[d],81,a21557e081d6b8f9f3d6e8706a9e0ff6,"It started with CO2 reduction, in line with our 2030 climate targets and updated with the full 2050 net-zero pathway endorsed by the Science Based Targets initiative (SBTi). Following our nature-positive strategy launch, we also added specific freshwater withdrawal in our cement operations. "
"Switzerland_Holcim, 2022, climate report 2022","[d, e]",84,90714fb6cc199e01c54f2ac9ef6da7cf,"We are committed to align capital expenditure plans with our long-term net-zero reduction target, which has been validated by SBTi and is aligned with the Paris Agreements objective of limiting global warming to 1.5. "
"Switzerland_Holcim, 2022, climate report 2022",[a],85,7af3f210ef2f9263cb1dd12f9e0b7d21,"In order to prepare further for increased frequency and severity of adverse events exacerbated by climate change, we launched a systematic approach to natural catastrophe risk management in 2022. This multi-functional program (the so-called NatCat program) assesses our exposure to current and future natural catastrophes in light of different climate scenarios based on the trajectories considered by the Intergovernmental Panel on Climate Change (IPCC). It provides a framework for mitigation planning and response and is key mitigation to ensure the safeguarding of people and business. "
"Switzerland_Holcim, 2022, climate report 2022",[i],86,c23211ea1f98dd136be7c985698362df,"As part of Holcims scenario analysis, acute and chronic physical climate-related risks have been assessed by Holcim throughout its 62 sites in 31 countries. When conducting this study Holcim aimed to quantify the potential financial impact of climate hazards at a site level and along supply chains. The study has been carried out based on physical climate risk insights provided by the Swiss Re RDS Sustainability Compass tool. "
"Switzerland_Holcim, 2022, climate report 2022","[a, i]",86,764dfb844db89f820c0a484230eeb7ba,"Ten climate risk scores were used to assess the development of climate risks under three different future scenarios (SSP1-2.6, SSP2-4.5, and SSP5-8.5) based on the Intergovernmental Panel on Climate Change Sixth Assessment Report. The scenarios consider greenhouse gas concentration  trajectories in the atmosphere and relate to a 1.5C2C, 2C3C and >4C increase in the global average surface temperature in 2100 respectively. For each location the changes to acute physical climate hazards such as flood, wind, precipitation and chronic hazards such as heat and drought were assessed for each scenario and the years 2025, 2030, 2050 and 2085. "
"Switzerland_Holcim, 2022, climate report 2022",[g],87,b1078be8f3cb3bbab7d6b4f460d8fbfd,"Representative concentration pathway (RCP 2.6, RCP 4.5, RCP 8.5) Intergovernmental Panel on Climate Change  As an example for the 62 sites assessed, a short overview of the driving perils of four locations selected by Holcim scattered around the world is summarized below. These four locations are selected to show that every region and location has different driving perils, and they can evolve differently in the future with climate change. The insights are used by Holcim to understand the current risk situation and assess future risk for different scenarios, helping Holcim to manage respective risks accordingly. "
"Switzerland_Holcim, 2022, climate report 2022","[i, j]",87,4fc84d8227ec1047906bdfafe5b86730,"Considering Holcims locations to be mostly extraction and processing of raw materials, the perils that can mostly impact the business operations are heat wave, flood, and extreme precipitation. For a below 2C scenario, the risk of  heat waves remains similar to the current risk, however at above 4C it increases notably in the future. Despite this, it is expected that most buildings and areas placed manufacturing sites are air-conditioned, which mitigates the risk of heat waves to cause business interruptions or reduced efficiency. Climate models indicate that the flood risk will remain rather constant in the future across all climate scenarios, and only five of 62 locations will likely experience a decisive increase in flood risk. Extreme precipitation could become enhanced for about half of Holcims locations, especially if global temperatures rise above 4C compared to the pre-industrial era. "
"Switzerland_Holcim, 2022, climate report 2022",[f],88,45cc1ab924ea2d9dc683c694311f51ae,"The disruption of supply chains by climate extremes can pose a significant threat to Holcims business operations. An example of this is the Mississippi River, which acts as an important waterway for Holcim to efficiently and affordably transport products to distributors and construction sites. The river basin has a long history of droughts and floods that affected economic activities along the Mississippi River (e.g. flooding in April 2011 and the drought in 2021). High and low water levels can impede planned transportation schedules causing delays. This results in business interruptions and additional costs. The vulnerability of the Mississippi transport system to climate extremes is amplified by an aging infrastructure and climate change. An increasing trend of spring time high water level extremes has already been observed over the past two decades compared to pre-1990  water levels. Based on a likely increase in precipitation extremes with a changing climate, high water levels are expected to occur more frequently in both a 2C and 4C scenario by 2050. Low water level extremes will likely occur more frequently in 2C scenarios but decrease in a 4C world. Hence, in the near term, the drought-flood variability will be a considerable challenge, while in the long-term, high water levels will dominate the supply chain risk. "
"Switzerland_Holcim, 2022, climate report 2022","[e, j]",89,068a5b5b212f846fbdd08befdea18915,"Holcim has developed two distinct and plausible climate change scenarios, including one adhering to the Paris Agreement, to test the resiliency of the organization in different climate change futures. "
"Switzerland_Holcim, 2022, climate report 2022","[d, e]",89,7b43299b7665051877dc6e6daf62ddbe,"As part of Holcims aim to align with the Task Force on Climate-related Financial Disclosures (TCFD) recommendations, the Group has continued to develop distinct and plausible climate change scenarios to test the resilience of the organization in different climate change futures. Two scenarios have been considered to present Holcims assessment on climate related transitional and physical risks. A Paris Agreement-aligned scenario (1.5C) and an Ineffective Collective Action Against Climate Change scenario (2.7C4.4C scenario). "
"Switzerland_Holcim, 2022, climate report 2022","[e, j]",89,9619df4f15f312b752a1692c0610ee07,"The Paris Agreement-aligned scenario is favorable for Holcim, its shareholders and the global community. New market conditions will support a growing demand for low-carbon products and solutions, increasing our market share in the range of low carbon products and solutions. Holcims sustainability leadership brings strategic resilience to the Group, and Holcim is well positioned to build on its net-zero journey and help create a net-zero future that works for people and the planet. "
"Switzerland_Holcim, 2022, climate report 2022","[e, j]",90,57a6a5df4b25a7115f2e7c4335010cd3,"In the Paris Agreement-aligned scenario, Governments and industries are aligned to make carbon neutrality possible. The cement industry is making significant efforts toward net-zero development and innovation, while climate change mitigation and adaptation have a growing importance. Carbon capture, utilization and storage technologies are developing at a pace consistent with the industrys transition to net-zero. Demand for low-carbon and material-efficient solutions and those that mitigate the impacts of climate change accelerates. Physical impacts of climate change are manageable without significant business or societal disruption. Holcims sustainability leadership brings strategic resilience to the company. Holcim is well positioned to build on its net-zero journey and build a net-zero future that works for people and the planet. "
"Switzerland_Holcim, 2022, climate report 2022",[k],92,a9e5136b101a96d5981b8793b7a6935a,"INEFFECTIVE COLLECTIVE ACTION AGAINST CLIMATE CHANGE SCENARIO  Consistent with our net-zero strategy, reliable and stable carbon prices in all regions facilitates long-term investment decisions in low-carbon technologies and  encourages significant changes across the building material and construction value chain. It will also  support the collective effort to create a CO2 transportation and storage network at a large scale in line with the needs of other industries. "
"Switzerland_Holcim, 2022, climate report 2022",[e],92,4b1ad89ec55b394289c9f9ef7e56ccee,"segment remains in the spotlight as a CO2 intensive business, bringing reputational risks. However, as the net-zero roadmap is delivered and Holcim is seen as a keen contributor to mitigate climate change, its reputation, trust and credibility grows and the  strategy is aligned with the expectations of a 1.5C  The slow pace in required regulatory incentives will  bring additional challenges to Holcims decarbonization journey, increasing progressively the respective reputational risks. "
"Switzerland_Holcim, 2022, climate report 2022",[e],98,67e925b6d338af1e85e6fe0b5c818fcf,A policy framework and vision is needed that is based on technology neutrality and lifecycle performance. Defining the lifecycle performance that needs to be achieved to be aligned with 1.5C will lead to a dynamic market based on innovation and performance. 
"Switzerland_Holcim, 2022, climate report 2022",[e],99,52e00dbcec7d10595480627d265c6ae2,"Aligned with our net-zero pledge, Holcim is committed to ensure that our direct and indirect lobbying through trade associations are aligned with the Paris Agreement and Holcims positions outlined below. "
"Switzerland_Holcim, 2022, climate report 2022","[d, e]",103,3d12e9e6dd60ac5588bec17da25beea5,"Holcim is a global leader in innovative and sustainable building solutions. Driven by its purpose to build progress for people and the planet, its 60,000 employees are on a mission to decarbonize building, while improving living standards for all. The company empowers its customers across all regions to build better with less, with its broad range of low-carbon and circular solutions, from ECOPact to ECOPlanet. With its innovative systems, from  Elevates roofing to PRBs insulation, Holcim makes buildings more sustainable in use, driving energy efficiency and green retrofitting. With sustainability at the core of its strategy, Holcim is becoming a net-zero company with 1.5C targets validated by the Science Based Targets initiative (SBTi). "
"Switzerland_Holcim, 2022, climate report 2022","[d, e]",103,58dde422d5a522002db04927abc9eaa2,More information is available on (<httpswww.holcim.com>)holcim.com  Holcims sustainability leadership recognized by CDP with a double  In 2022 the SBTi validated that Holcims updated 2030 targets are aligned with a 1.5C scenario. 
